Name,Agility,Reactions,total
E. Adebayor,65.0,76.0,208.0
E. Belözoğlu,68.0,73.0,195.0
Loren,60.0,78.0,201.0
Éder Militão,75.0,76.0,228.0
F. Chiesa,86.0,76.0,248.0
M. Lazzari,75.0,75.0,234.0
A. Hakimi,75.0,77.0,241.0
S. Nakajima,94.0,77.0,264.0
L. Jović,74.0,78.0,227.0
S. Ascacíbar,78.0,74.0,227.0
A. Lafont,55.0,69.0,172.0
T. Alexander-Arnold,74.0,75.0,231.0
F. Krovinović,76.0,74.0,218.0
Sidney Pessinho,51.0,81.0,204.0
Everticinho,79.0,80.0,243.0
Claudio Coíntra,86.0,82.0,255.0
Ronaldo Esler,86.0,80.0,254.0
P. Lees-Melou,75.0,75.0,224.0
B. Chilwell,70.0,75.0,226.0
João Novais,75.0,77.0,231.0
D. Calabria,83.0,74.0,238.0
F. Mendy,78.0,78.0,244.0
L. Pellegrini,68.0,73.0,218.0
Soares,71.0,78.0,228.0
Daniel Podence,92.0,77.0,263.0
M. Díaz,30.0,75.0,144.0
G. Martínez,92.0,79.0,261.0
M. Eggestein,74.0,76.0,216.0
Trezeguet,78.0,69.0,229.0
N. Amiri,79.0,75.0,231.0
Vallejo,69.0,77.0,213.0
J. Gomez,64.0,77.0,221.0
Diogo Jota,87.0,80.0,254.0
Joan Jordán,65.0,72.0,202.0
Dyego Sousa,53.0,75.0,186.0
A. Marušić,66.0,76.0,228.0
David Soria,45.0,75.0,169.0
V. Rongier,79.0,75.0,223.0
W. Weghorst,64.0,79.0,196.0
O. Al Soma,69.0,77.0,219.0
M. Nakamba,78.0,76.0,232.0
Petros,70.0,78.0,220.0
Pablo Maffeo,82.0,64.0,233.0
Y. Mina,53.0,72.0,170.0
M. Dúbravka,44.0,73.0,166.0
Diego Carlos,64.0,74.0,208.0
D. Djené,76.0,79.0,231.0
G. Simeone,76.0,76.0,231.0
M. Meza,87.0,73.0,240.0
Bastos,62.0,72.0,207.0
S. Lobotka,78.0,74.0,222.0
Y. Tielemans,67.0,75.0,194.0
Marcelo Goiano,77.0,77.0,231.0
K. Tete,66.0,74.0,214.0
Capa,75.0,73.0,230.0
M. Sportiello,55.0,74.0,177.0
Jemerson,64.0,81.0,215.0
N. Maksimović,49.0,71.0,182.0
D. Zapata,64.0,74.0,206.0
J. Correa,82.0,70.0,228.0
E. Rigoni,83.0,69.0,242.0
C. Izquierdoz,36.0,76.0,164.0
W. Barrios,75.0,77.0,228.0
J. Mojica,74.0,70.0,233.0
A. Selikhov,35.0,65.0,133.0
A. Iwobi,76.0,75.0,231.0
D. Laxalt,85.0,72.0,243.0
N. Bentaleb,75.0,76.0,217.0
N. Stark,63.0,73.0,210.0
M. Lemina,71.0,73.0,220.0
L. Dendoncker,57.0,73.0,191.0
Ricardo Esgaio,82.0,76.0,233.0
P. Sisto,82.0,73.0,236.0
P. Max,77.0,79.0,234.0
R. Gagliardini,64.0,72.0,204.0
Pere Pons,71.0,75.0,214.0
D. Berardi,87.0,73.0,239.0
M. Halstenberg,65.0,76.0,207.0
J. Quintero,90.0,72.0,235.0
Tiago Volpi,63.0,75.0,197.0
Óliver Torres,78.0,78.0,228.0
Omar Mascarell,76.0,73.0,214.0
H. Sakai,71.0,76.0,225.0
Andreas Pereira,78.0,74.0,230.0
A. Januzaj,83.0,76.0,238.0
B. Cristante,64.0,74.0,201.0
Matheus,45.0,74.0,163.0
B. Traoré,88.0,75.0,248.0
Y. Poulsen,75.0,79.0,233.0
L. Trossard,93.0,70.0,255.0
M. Arnold,71.0,78.0,215.0
M. De Sciglio,79.0,72.0,226.0
Leo Baptistao,77.0,82.0,234.0
V. Chiricheş,57.0,74.0,197.0
L. Pavoletti,65.0,76.0,207.0
A. Cragno,37.0,62.0,140.0
L. Castro,78.0,76.0,232.0
N. Füllkrug,66.0,77.0,208.0
F. Fajr,74.0,74.0,215.0
R. Jiménez,73.0,76.0,218.0
E. Sala,59.0,80.0,195.0
S. García,68.0,71.0,206.0
S. Arias,78.0,76.0,238.0
B. Reynet,43.0,75.0,159.0
Pozuelo,76.0,76.0,214.0
A. Trebel,77.0,78.0,234.0
J. Lascelles,67.0,75.0,202.0
T. Kongolo,71.0,70.0,213.0
A. Carrillo,80.0,74.0,240.0
Álvaro,68.0,76.0,216.0
G. Defrel,82.0,75.0,245.0
Fernando,74.0,73.0,217.0
V. Darida,82.0,74.0,226.0
R. Saponara,72.0,68.0,209.0
Pedro Mendes,55.0,71.0,192.0
C. Schindler,56.0,77.0,193.0
N. Chadli,65.0,75.0,214.0
Arbilla,60.0,75.0,190.0
L. Dunk,47.0,79.0,164.0
P. Hernández,70.0,80.0,219.0
J. Guidetti,64.0,78.0,207.0
Sergi Gómez,52.0,76.0,174.0
Oriol Romeu,54.0,72.0,179.0
Lucas Pérez,70.0,80.0,226.0
B. Natcho,76.0,78.0,211.0
Cláudio Ramos,65.0,76.0,191.0
F. Lejeune,55.0,72.0,169.0
G. Krychowiak,59.0,74.0,194.0
N. Lodeiro,78.0,79.0,228.0
O. Özyakup,88.0,73.0,232.0
C. Tévez,76.0,74.0,223.0
K. Papadopoulos,53.0,69.0,182.0
M. Gradel,83.0,75.0,243.0
M. Debuchy,74.0,78.0,226.0
V. Moses,76.0,76.0,231.0
Z. Junuzović,86.0,76.0,238.0
Granero,68.0,77.0,200.0
J. Baumgartlinger,65.0,74.0,207.0
Fábio Coentrão,76.0,79.0,232.0
B. Costil,38.0,75.0,162.0
Hilton,51.0,70.0,154.0
N. Gudelj,62.0,74.0,195.0
L. Pratto,67.0,76.0,209.0
E. Hernández,80.0,70.0,224.0
Jurado,80.0,79.0,230.0
R. Cabella,91.0,72.0,246.0
Rafael Tolói,63.0,78.0,207.0
C. Bravo,63.0,73.0,194.0
Hernanes,72.0,70.0,206.0
K. Honda,75.0,72.0,223.0
A. Dzyuba,50.0,75.0,191.0
J. Holebas,71.0,74.0,219.0
Javi García,62.0,73.0,197.0
Sergio,50.0,75.0,169.0
M. Cáceres,79.0,73.0,228.0
Daniel Carriço,60.0,71.0,178.0
J. Cork,63.0,78.0,198.0
J. Tomkins,47.0,76.0,164.0
Guilherme,54.0,74.0,165.0
Gervinho,88.0,76.0,255.0
J. Shelvey,62.0,72.0,197.0
R. Eremenko,70.0,68.0,207.0
R. Vormer,64.0,78.0,209.0
J. Lens,75.0,77.0,242.0
Adriano,77.0,79.0,233.0
S. Cook,55.0,77.0,187.0
L. Podolski,67.0,76.0,219.0
C. Ansaldi,79.0,79.0,233.0
Manu García,66.0,77.0,189.0
R. Alessandrini,93.0,77.0,257.0
J. Ward-Prowse,75.0,74.0,215.0
M. Harnik,69.0,76.0,220.0
B. Moukandjo,83.0,76.0,250.0
G. Pereiro,74.0,74.0,220.0
G. Castro,80.0,77.0,227.0
Aarón Martín,68.0,77.0,221.0
F. Johnson,73.0,75.0,226.0
L. López,64.0,73.0,201.0
M. Dossevi,76.0,72.0,228.0
Caiuby,73.0,76.0,226.0
Gabriel,65.0,76.0,208.0
Iván Ramis,52.0,69.0,155.0
M. Suchý,65.0,72.0,200.0
T. Vilhena,75.0,77.0,227.0
E. Çolak,82.0,74.0,227.0
V. Germain,91.0,78.0,244.0
G. Hoarau,68.0,78.0,191.0
Sergio García,66.0,78.0,212.0
E. Choupo-Moting,76.0,74.0,226.0
J. Pinola,65.0,75.0,208.0
J. Hendrix,73.0,74.0,219.0
J. Izquierdo,91.0,71.0,254.0
S. Sydorchuk,57.0,77.0,202.0
C. Grenier,62.0,71.0,188.0
T. Strobl,48.0,77.0,176.0
V. Odjidja-Ofoe,52.0,68.0,179.0
N. Guzmán,70.0,75.0,196.0
F. Fabra,85.0,71.0,242.0
J. Maddison,85.0,68.0,230.0
K. El Ahmadi,74.0,79.0,218.0
M. Carcela-González,89.0,75.0,254.0
M. Gabbiadini,70.0,74.0,211.0
Gomes,56.0,71.0,177.0
M. Ritchie,71.0,75.0,221.0
G. Bou,74.0,74.0,226.0
Javi Fuego,64.0,77.0,194.0
E. Akbaba,76.0,69.0,218.0
J. Amavi,75.0,76.0,229.0
R. Malinovskyi,71.0,74.0,214.0
D. Welbeck,76.0,78.0,230.0
G. Conti,51.0,70.0,185.0
Bruno,31.0,79.0,142.0
Garry Rodrigues,91.0,77.0,257.0
A. Schwolow,40.0,74.0,150.0
L. Cook,75.0,74.0,223.0
P. Pérez,72.0,80.0,221.0
Gazzolisco,67.0,72.0,220.0
Jonatan Soriano,79.0,78.0,224.0
Rubén Peña,83.0,75.0,239.0
Mikel San José,41.0,80.0,154.0
P. Groß,66.0,76.0,205.0
L. Baines,69.0,79.0,214.0
A. Ogbonna,57.0,70.0,186.0
Juan Jesus,68.0,72.0,216.0
J. Martínez,72.0,73.0,217.0
N. Elvedi,66.0,74.0,213.0
G. Moreno,74.0,72.0,222.0
J. Valdivia,77.0,72.0,216.0
A. Carroll,57.0,77.0,177.0
Luís Neto,69.0,78.0,204.0
A. Pyatov,56.0,74.0,174.0
T. Gutiérrez,72.0,75.0,210.0
Álex Remiro,69.0,69.0,178.0
Wilson Eduardo,73.0,77.0,228.0
Jorge Meré,67.0,76.0,212.0
M. Elneny,65.0,75.0,198.0
D. Torres,68.0,80.0,205.0
Y. Bounou,38.0,74.0,149.0
A. Prijović,54.0,74.0,202.0
A. Jahanbakhsh,76.0,74.0,229.0
J. Calleri,72.0,77.0,220.0
Simão Acunha,81.0,78.0,242.0
N. Müller,85.0,74.0,243.0
L. Ocampos,77.0,82.0,237.0
J. Rodriguez,75.0,76.0,226.0
V. Ibišević,60.0,83.0,184.0
S. Rondón,66.0,73.0,208.0
Victor Sánchez,72.0,77.0,207.0
D. Suárez,79.0,72.0,228.0
K. Huntelaar,58.0,79.0,187.0
L. Dubois,69.0,70.0,210.0
André Pinto,32.0,73.0,152.0
K. Lala,67.0,77.0,222.0
O. Kıvrak,67.0,70.0,197.0
A. Bertolacci,77.0,74.0,220.0
E. Giaccherini,85.0,76.0,241.0
A. Živković,85.0,73.0,243.0
R. Ábila,67.0,73.0,208.0
P. Diop,64.0,75.0,189.0
D. Garmash,67.0,75.0,204.0
T. Chandler,54.0,74.0,202.0
R. Klavan,58.0,75.0,178.0
A. Miranchuk,77.0,74.0,222.0
D. Da Silva,60.0,64.0,181.0
D. Benaglio,44.0,75.0,161.0
T. Rincón,75.0,76.0,227.0
M. Pereira,70.0,74.0,214.0
C. Borges,64.0,77.0,197.0
J. Sand,67.0,84.0,198.0
Markel Bergara,60.0,75.0,199.0
Vágner Love,77.0,70.0,223.0
B. Bourigeaud,70.0,78.0,221.0
R. Soriano,79.0,73.0,227.0
D. Kuzyaev,80.0,73.0,231.0
R. Sambueza,69.0,75.0,213.0
Montoya,78.0,73.0,230.0
A. Poli,75.0,76.0,224.0
C. Austin,62.0,78.0,202.0
L. Tonelli,72.0,73.0,214.0
M. Zárate,88.0,76.0,244.0
J. Sancho,90.0,76.0,254.0
D. Basta,70.0,75.0,219.0
Marçal,75.0,76.0,230.0
Munir,78.0,71.0,227.0
G. Sio,79.0,71.0,228.0
J. McCarthy,64.0,71.0,195.0
J. Aquino,91.0,65.0,247.0
H. Pérez,75.0,78.0,231.0
Jô,68.0,73.0,207.0
R. Gurtner,32.0,74.0,147.0
C. Sánchez,64.0,66.0,199.0
M. Sissoko,67.0,74.0,220.0
W. Anton,62.0,75.0,191.0
E. Skhiri,74.0,67.0,204.0
Rúben Vezo,66.0,71.0,205.0
Jorge Molina,33.0,79.0,146.0
M. Hasebe,69.0,79.0,201.0
A. Schürrle,74.0,78.0,231.0
O. Ighalo,75.0,78.0,237.0
L. Acosta,91.0,77.0,260.0
V. Babacan,58.0,67.0,174.0
R. Aguilar,79.0,74.0,238.0
Yeray,56.0,79.0,201.0
J. Defoe,77.0,78.0,228.0
L. Schøne,68.0,67.0,193.0
C. Ünder,84.0,71.0,238.0
M. Dabbur,77.0,72.0,223.0
Roberto,68.0,76.0,189.0
Djaniny,76.0,75.0,229.0
Wallace,46.0,74.0,186.0
Pedro Obiang,68.0,69.0,201.0
D. Heintz,53.0,76.0,184.0
N. Mukiele,69.0,69.0,216.0
T. Vermaelen,61.0,70.0,198.0
I. Abate,75.0,76.0,228.0
Diego Llorente,65.0,76.0,206.0
C. Wood,65.0,75.0,208.0
Formosandrinho,79.0,73.0,233.0
E. Pulgar,68.0,72.0,207.0
V. Vasin,37.0,69.0,175.0
V. Grifo,78.0,72.0,224.0
A. Turan,81.0,74.0,230.0
J. dos Santos,74.0,76.0,224.0
D. Schwaab,63.0,74.0,202.0
M. Schmelzer,65.0,77.0,216.0
L. Spinazzola,74.0,74.0,225.0
A. Dragović,68.0,76.0,209.0
D. Pröpper,70.0,77.0,211.0
R. Inglese,54.0,72.0,177.0
A. Marchesín,68.0,75.0,192.0
R. De Paul,78.0,72.0,228.0
C. Gentner,50.0,76.0,163.0
G. Murray,52.0,84.0,170.0
Rafael Carioca,75.0,75.0,224.0
A. McCarthy,35.0,69.0,162.0
L. Chichizola,66.0,69.0,184.0
D. Zakaria,67.0,73.0,214.0
G. Dzhikiya,55.0,70.0,216.0
N. Castillo,62.0,74.0,206.0
D. Origi,72.0,76.0,224.0
O. Yokuşlu,62.0,72.0,206.0
D. Cheryshev,77.0,78.0,232.0
D. Selke,65.0,77.0,213.0
Wendell,78.0,75.0,240.0
M. Layún,72.0,74.0,222.0
Y. Sabaly,78.0,77.0,229.0
P. Cutrone,69.0,74.0,218.0
F. Marchetti,60.0,79.0,194.0
W. Cyprien,80.0,70.0,226.0
G. Paletta,34.0,73.0,161.0
F. Caicedo,61.0,78.0,208.0
Jordi Masip,70.0,73.0,200.0
B. Espinosa,47.0,68.0,158.0
M. Benassi,74.0,72.0,213.0
P. Jagielka,45.0,72.0,157.0
J. Kucka,72.0,79.0,217.0
R. Brady,74.0,74.0,227.0
A. Szymanowski,83.0,72.0,244.0
W. Reid,54.0,77.0,186.0
Cédric,74.0,76.0,229.0
R. Civelli,33.0,68.0,150.0
R. Loftus-Cheek,73.0,64.0,205.0
S. De Maio,54.0,70.0,185.0
S. Brown,77.0,76.0,219.0
A. Mitrović,67.0,77.0,204.0
P. Skjelbred,77.0,77.0,220.0
D. Cvitanich,72.0,74.0,214.0
K. Lasagna,81.0,76.0,246.0
R. Palacio,79.0,76.0,234.0
M. Wolf,68.0,73.0,224.0
E. Gigliotti,68.0,72.0,201.0
N. Jørgensen,65.0,75.0,215.0
Laguardia,50.0,67.0,171.0
J. Lukaku,78.0,78.0,245.0
J. Augustin,79.0,71.0,235.0
M. Diakhaby,46.0,70.0,173.0
Douglas,44.0,79.0,156.0
N. Pejčinović,58.0,72.0,173.0
D. van de Beek,70.0,76.0,212.0
Borja Iglesias,61.0,67.0,193.0
G. Shibasaki,76.0,78.0,223.0
W. Hughes,71.0,77.0,215.0
S. Boufal,89.0,68.0,241.0
T. Kehrer,69.0,76.0,219.0
M. Lang,66.0,67.0,202.0
E. Gutiérrez,69.0,68.0,215.0
D. Upamecano,61.0,67.0,201.0
Jefferson,74.0,73.0,224.0
W. Benítez,43.0,67.0,158.0
E. Bardhi,76.0,77.0,229.0
K. Mbodji,51.0,69.0,183.0
B. Sarr,76.0,79.0,237.0
F. Ferreyra,78.0,77.0,225.0
Danilo,46.0,73.0,168.0
A. Ayew,86.0,77.0,238.0
K. Mitroglou,47.0,74.0,174.0
J. Villar,50.0,73.0,154.0
P. Herrmann,83.0,77.0,239.0
D. da Costa,68.0,75.0,220.0
V. Fischer,82.0,70.0,232.0
Wesley,50.0,71.0,189.0
D. Ginczek,54.0,72.0,192.0
F. Kostić,77.0,76.0,242.0
R. Fraser,94.0,72.0,256.0
Cote,72.0,77.0,218.0
H. Winks,73.0,76.0,224.0
K. Mbabu,78.0,69.0,237.0
M. Hinteregger,62.0,68.0,193.0
L. Acosta,91.0,74.0,252.0
Sidcley,82.0,76.0,236.0
M. Jørgensen,59.0,71.0,192.0
M. Fabián,86.0,75.0,230.0
Carlos Eduardo,72.0,77.0,214.0
Rubén Castro,85.0,83.0,245.0
L. Augustinsson,76.0,73.0,226.0
S. Aziz,65.0,72.0,211.0
G. Ochoa,65.0,71.0,183.0
P. Hetemaj,78.0,75.0,231.0
André André,74.0,73.0,215.0
Vinícius Júnior,90.0,70.0,252.0
B. Džemaili,68.0,79.0,206.0
Juanpe,32.0,72.0,145.0
K. Fortounis,78.0,74.0,225.0
M. Vorm,63.0,80.0,196.0
B. Oczipka,65.0,76.0,207.0
R. Bentancur,68.0,72.0,207.0
T. Hernández,76.0,66.0,232.0
M. Lowton,69.0,78.0,221.0
I. Diop,46.0,68.0,178.0
B. André,73.0,76.0,217.0
C. Piccini,63.0,77.0,214.0
Paulinho,60.0,75.0,202.0
A. Diawara,78.0,76.0,222.0
Yuri Berchiche,73.0,72.0,223.0
José Sá,50.0,76.0,168.0
F. Kamano,79.0,72.0,241.0
F. Cartabia,80.0,75.0,234.0
E. Ünal,74.0,68.0,217.0
I. Radovanović,58.0,73.0,181.0
Renan Ribeiro,59.0,76.0,185.0
Jony,86.0,73.0,246.0
D. Buonanotte,90.0,74.0,255.0
Tomás Pina,64.0,77.0,201.0
N. Pallois,54.0,69.0,172.0
D. Latza,74.0,75.0,217.0
F. Belluschi,79.0,78.0,226.0
O. Abdulrahman,87.0,65.0,237.0
O. Trejo,85.0,76.0,228.0
N. Barella,76.0,74.0,229.0
Angeliño,75.0,72.0,234.0
Vieirundinho,56.0,66.0,185.0
F. Orellana,79.0,79.0,235.0
F. Grillitsch,68.0,78.0,201.0
C. Ortíz,73.0,74.0,215.0
Bruno Viana,53.0,75.0,191.0
J. Maidana,58.0,73.0,179.0
R. Funes Mori,65.0,69.0,195.0
D. Kohr,66.0,75.0,207.0
F. Higuaín,71.0,79.0,219.0
A. Barák,63.0,72.0,201.0
F. Andone,76.0,83.0,235.0
Adrián,73.0,77.0,220.0
G. González,58.0,73.0,199.0
Otávio,72.0,74.0,214.0
D. Janmaat,68.0,79.0,215.0
R. Funes Mori,79.0,78.0,235.0
P. Schick,83.0,74.0,231.0
Aleix Vidal,77.0,80.0,246.0
A. Schöpf,78.0,76.0,232.0
W. Boly,55.0,71.0,183.0
Alberto Moreno,84.0,72.0,241.0
C. Villanueva,89.0,75.0,227.0
M. Weiser,85.0,78.0,248.0
G. Escalante,66.0,72.0,209.0
M. Holgate,62.0,73.0,203.0
J. Hopf,41.0,68.0,151.0
D. Zurutuza,71.0,81.0,215.0
Juanmi,78.0,81.0,236.0
K. Gibbs,76.0,77.0,231.0
F. Fernández,48.0,71.0,166.0
L. Kalinić,26.0,71.0,127.0
N. Radoja,57.0,74.0,183.0
N. Blandi,76.0,78.0,218.0
David Juncà,77.0,67.0,223.0
Wu Lei,79.0,78.0,245.0
Gabriel Boschilia,79.0,65.0,220.0
Iuri Medeiros,88.0,70.0,237.0
M. Phillips,78.0,66.0,230.0
Iván Cuéllar,57.0,73.0,189.0
J. Lössl,32.0,72.0,133.0
Mario Suárez,54.0,76.0,172.0
W. Bony,42.0,73.0,166.0
S. Doumbia,70.0,71.0,228.0
D. Reyes,68.0,73.0,204.0
Bernat,86.0,77.0,242.0
V. Behrami,70.0,72.0,209.0
S. Langkamp,51.0,74.0,176.0
J. Sosa,74.0,75.0,216.0
A. Touré,38.0,71.0,165.0
Jesé,85.0,67.0,237.0
D. Ings,74.0,74.0,227.0
M. Esser,30.0,70.0,132.0
F. Acheampong,93.0,76.0,261.0
R. Knoche,52.0,74.0,176.0
O. Vlachodimos,60.0,77.0,179.0
J. Denayer,66.0,73.0,208.0
S. Rode,70.0,74.0,213.0
Wendel,78.0,75.0,229.0
A. Nagy,82.0,74.0,229.0
Alfa Semedo,54.0,75.0,197.0
A. Barnes,68.0,76.0,208.0
Alan Kardec,68.0,75.0,216.0
Marcelo,64.0,71.0,201.0
E. Boateng,89.0,72.0,250.0
Dalbert,83.0,68.0,242.0
A. Halilović,78.0,74.0,230.0
I. Popov,75.0,74.0,229.0
T. Cleverley,69.0,77.0,209.0
M. Livaja,62.0,75.0,209.0
M. Uribe,70.0,70.0,216.0
P. Bargfrede,74.0,76.0,211.0
J. Jankto,76.0,76.0,231.0
Junior Firpo,63.0,71.0,215.0
D. D'Ambrosio,74.0,76.0,222.0
D. Boyko,58.0,79.0,186.0
M. Díaz,75.0,74.0,212.0
S. Vokes,50.0,76.0,176.0
Héldon,83.0,74.0,243.0
Mario Hermoso,78.0,70.0,226.0
F. Bartels,78.0,77.0,234.0
K. Malcuit,76.0,70.0,226.0
R. Marin,73.0,67.0,206.0
Ayoze Pérez,83.0,76.0,236.0
Júnior Moraes,68.0,79.0,221.0
V. Berisha,84.0,73.0,240.0
R. Freuler,71.0,76.0,216.0
Ganso,68.0,67.0,171.0
Vicente Gómez,62.0,70.0,167.0
M. Pašalić,69.0,74.0,203.0
Vitor Hugo,43.0,73.0,182.0
B. Fornaroli,78.0,76.0,232.0
R. Snodgrass,72.0,73.0,206.0
Francisco Geraldes,86.0,78.0,242.0
I. Ordets,48.0,71.0,180.0
D. Santon,66.0,73.0,206.0
M. Niang,82.0,66.0,233.0
O. Wendt,72.0,78.0,225.0
C. Riveros,79.0,72.0,211.0
F. Benković,50.0,70.0,181.0
M. Torres,85.0,72.0,212.0
M. Noble,62.0,73.0,177.0
M. Rashica,90.0,70.0,253.0
C. Benteke,66.0,67.0,192.0
Rômulo,77.0,72.0,223.0
D. Pabón,81.0,76.0,243.0
Embarba,79.0,76.0,231.0
C. Kerbrat,60.0,69.0,188.0
L. Teodorczyk,61.0,72.0,199.0
Alexo Baia,81.0,75.0,230.0
David Seijalbo,77.0,79.0,214.0
N. Nández,81.0,80.0,239.0
L. Rupp,77.0,74.0,221.0
Jordi Amat,59.0,70.0,190.0
W. Caballero,39.0,73.0,155.0
F. Di Francesco,79.0,72.0,233.0
O. El Kaddouri,72.0,71.0,216.0
T. Rogić,74.0,64.0,212.0
G. Töre,82.0,65.0,229.0
M. Destro,73.0,72.0,218.0
Josué,77.0,73.0,216.0
A. Bizzarri,53.0,68.0,176.0
Ki Sung Yueng,67.0,66.0,193.0
H. Onyekuru,91.0,69.0,250.0
N. Pépé,90.0,78.0,258.0
Matheus Pereira,83.0,72.0,234.0
Y. Salibur,82.0,72.0,244.0
E. Vargas,86.0,77.0,247.0
L. Magallán,65.0,73.0,198.0
Danny,76.0,71.0,211.0
C. Hérelle,62.0,71.0,195.0
E. Mangala,62.0,62.0,183.0
O. Selnæs,70.0,73.0,210.0
Víctor Vázquez,60.0,79.0,192.0
Diego Mariño,68.0,75.0,190.0
Carles Planas,71.0,74.0,214.0
G. Fernández,75.0,76.0,228.0
Soldado,65.0,74.0,195.0
A. Ekdal,61.0,73.0,188.0
Gedson Fernandes,79.0,77.0,237.0
M. Darmian,77.0,76.0,226.0
N. Chalobah,71.0,70.0,203.0
R. Pizarro,82.0,70.0,233.0
André Simões,75.0,74.0,226.0
S. Tshabalala,80.0,75.0,233.0
L. Rossettini,58.0,70.0,187.0
F. Viviani,76.0,70.0,217.0
M. de Roon,62.0,79.0,209.0
Rubén Duarte,66.0,71.0,208.0
Y. Ōsako,78.0,78.0,233.0
Gil,40.0,75.0,170.0
A. Ruiz,74.0,71.0,206.0
P. van Aanholt,78.0,71.0,237.0
S. Meïté,67.0,74.0,208.0
K. Dolberg,75.0,72.0,219.0
Juli Freitinho,32.0,65.0,138.0
L. Vietto,76.0,76.0,231.0
A. Izzo,65.0,76.0,209.0
A. Paloschi,78.0,74.0,229.0
G. Gönül,78.0,79.0,233.0
Llorente,33.0,80.0,142.0
J. Morel,65.0,72.0,206.0
G. Kakuta,86.0,73.0,242.0
João Pedro,73.0,76.0,224.0
S. García,54.0,70.0,158.0
Eltildo Correia,38.0,77.0,167.0
Kenedy,83.0,74.0,236.0
M. Moralez,83.0,74.0,241.0
N. Vukčević,61.0,73.0,198.0
F. Borini,78.0,77.0,232.0
I. Sarr,79.0,72.0,245.0
C. Clark,54.0,68.0,174.0
Mata,66.0,72.0,210.0
M. Albrighton,75.0,71.0,223.0
A. Gray,75.0,75.0,237.0
F. Guarín,65.0,70.0,203.0
Yoel,40.0,72.0,147.0
J. Cuadrado,62.0,72.0,176.0
S. Widmer,76.0,74.0,227.0
B. Dzsudzsák,84.0,73.0,233.0
P. Mantalos,78.0,65.0,217.0
S. Proto,58.0,70.0,176.0
A. Mehmedi,77.0,77.0,228.0
Pablo,69.0,75.0,198.0
I. Slimani,58.0,76.0,187.0
C. Erkin,77.0,78.0,233.0
D. Chygrynskyi,40.0,68.0,156.0
Beto,69.0,74.0,190.0
A. Samaris,56.0,73.0,188.0
G. Lapadula,85.0,72.0,236.0
Dênildo Stein,62.0,79.0,214.0
S. Padt,31.0,74.0,146.0
S. Taïder,74.0,75.0,222.0
F. Klaus,76.0,73.0,234.0
H. Nordtveit,61.0,76.0,185.0
L. Zuffi,73.0,66.0,206.0
Emilio Piodão,74.0,71.0,222.0
S. Zuber,74.0,75.0,227.0
J. Palomino,46.0,74.0,183.0
Y. Mutō,74.0,79.0,231.0
J. Altidore,63.0,70.0,201.0
M. Barbosa,48.0,75.0,165.0
G. Laborde,73.0,77.0,219.0
P. Baysse,61.0,71.0,187.0
Eric Botteghin,33.0,70.0,138.0
Iván Alejo,74.0,69.0,216.0
S. Blanco,87.0,76.0,239.0
Thiago Mendes,78.0,76.0,228.0
D. Brosinski,75.0,75.0,234.0
T. Monconduit,65.0,73.0,200.0
Andrés Fernández,57.0,75.0,190.0
Eraso,44.0,84.0,187.0
S. Hanni,77.0,74.0,227.0
M. Konaté,79.0,76.0,239.0
C. Théréau,69.0,74.0,211.0
A. Donatti,52.0,71.0,172.0
T. Jedvaj,67.0,69.0,207.0
Pedro Henrique,42.0,73.0,163.0
J. Briand,77.0,74.0,217.0
F. Lustenberger,65.0,77.0,205.0
J. Ayew,78.0,76.0,230.0
S. Sanogo,70.0,72.0,221.0
R. Thomas,52.0,69.0,172.0
Rafael Cachoira,51.0,67.0,167.0
N. Sansone,83.0,74.0,239.0
E. Bičakčić,54.0,73.0,180.0
J. Veltman,67.0,77.0,207.0
A. Knockaert,90.0,72.0,237.0
Douglas Santos,79.0,75.0,231.0
S. Bocchetti,68.0,67.0,204.0
M. Dembélé,77.0,71.0,227.0
E. Valencia,80.0,72.0,240.0
F. Mollet,79.0,67.0,224.0
D. Dumfries,68.0,72.0,220.0
Koo Ja Cheol,76.0,73.0,222.0
A. Petagna,56.0,72.0,180.0
De Tomás,72.0,69.0,207.0
E. Balanta,60.0,72.0,201.0
T. Koubek,25.0,65.0,112.0
J. Allen,82.0,83.0,236.0
Alan Carvalho,86.0,75.0,244.0
S. Ristovski,73.0,74.0,235.0
Maicón,85.0,74.0,249.0
D. Quintero,93.0,74.0,255.0
P. Højbjerg,68.0,75.0,202.0
I. Santini,47.0,75.0,172.0
Vieirinha,84.0,76.0,240.0
M. Boselli,60.0,74.0,189.0
L. Antonelli,70.0,70.0,210.0
B. Embolo,69.0,73.0,218.0
V. Eysseric,76.0,70.0,215.0
C. Salcedo,62.0,68.0,195.0
A. Ranocchia,44.0,65.0,140.0
L. Unnerstall,19.0,72.0,119.0
T. Baumgartl,54.0,66.0,182.0
F. Bustos,75.0,71.0,234.0
P. Jansson,53.0,69.0,176.0
W. Vainqueur,64.0,76.0,211.0
S. Kverkvelia,41.0,72.0,182.0
Rubén Blanco,52.0,66.0,172.0
P. Aguilar,60.0,69.0,196.0
A. Ndiaye Diedhiou,86.0,68.0,243.0
Rafinha,79.0,77.0,232.0
D. Limberský,62.0,73.0,214.0
G. Cabral,59.0,74.0,171.0
J. De Guzmán,79.0,74.0,228.0
S. Terodde,54.0,75.0,192.0
J. Fernandes,78.0,73.0,229.0
Kiko Femenía,82.0,66.0,225.0
